run_id,condition_index,repetition,seed,rule_policy,rule_identity,rule_habit,rule_neighbors,rule_engagement,rule_indifference,rule_alienation,rule_cross_pressure,mean_margin,control_change_rate,party_gap,turnout_rate,switch_rate,mean_voter_ideology
31,3,1,10655495520655556436,True,True,True,True,True,True,False,False,3.8905566705741874,51.515151515151516,0.02,45.6,0.0,0.012616877436297422
32,3,2,9904610584844573083,True,True,True,True,True,True,False,False,4.358301455646334,51.515151515151516,0.02,39.4,0.0,0.0008922129500346135
33,3,3,4303397526913767443,True,True,True,True,True,True,False,False,5.322210309803439,32.323232323232325,0.02,43.0,0.0,0.0010821392955251527
34,3,4,10631180196865157691,True,True,True,True,True,True,False,False,3.6235945221931543,46.464646464646464,0.02,44.4,0.0,-0.003622160656154775
35,3,5,2066679233980803483,True,True,True,True,True,True,False,False,3.809505053984133,46.464646464646464,0.020000000000000004,44.8,0.0,-0.04071238334645369
36,3,6,440753054018922954,True,True,True,True,True,True,False,False,3.9606594972904547,49.494949494949495,0.02,41.8,0.0,0.014307651616607192
37,3,7,2509458898000412876,True,True,True,True,True,True,False,False,4.813580370791274,47.474747474747474,0.020000000000000004,44.2,0.0,-0.007144361221507237
38,3,8,8848217428589277260,True,True,True,True,True,True,False,False,4.181310788813156,45.45454545454545,0.02,44.6,0.0,0.0017316224890709
39,3,9,11006788599861831513,True,True,True,True,True,True,False,False,4.08311618909209,41.41414141414141,0.020000000000000004,43.6,0.0,0.03451013395931385
40,4,0,2164664195095254506,True,True,True,True,True,False,True,True,3.8904926710369465,36.36363636363637,0.020000000000000004,51.8,0.0,0.04015148966675247
41,4,1,9882612895554826377,True,True,True,True,True,False,True,True,3.661306293951903,42.42424242424242,0.02,56.6,0.0,0.0021032750598863332
42,4,2,8101908477661534132,True,True,True,True,True,False,True,True,4.122930274453991,42.42424242424242,0.02,51.8,0.0,-0.002955005634677669
43,4,3,15746211412080022513,True,True,True,True,True,False,True,True,3.443264090437253,45.45454545454545,0.020000000000000004,57.2,0.0,-0.018371150306034634
44,4,4,9994985750895263302,True,True,True,True,True,False,True,True,3.2963502235793123,54.54545454545455,0.019999999999999997,57.4,0.0,0.008028829362005076
45,4,5,6490197761713282024,True,True,True,True,True,False,True,True,3.079549762928208,50.505050505050505,0.019999999999999997,54.2,0.0,-0.02417750619762252
46,4,6,14380750519882908218,True,True,True,True,True,False,True,True,3.5852013575603676,47.474747474747474,0.019999999999999997,56.8,0.0,-0.019837023585052287
47,4,7,9636804809407421694,True,True,True,True,True,False,True,True,4.192090553431126,45.45454545454545,0.02,53.0,0.0,-0.013611778434436254
48,4,8,8467306073981973094,True,True,True,True,True,False,True,True,3.99841988275882,34.343434343434346,0.02,56.6,0.0,0.009894922397790246
49,4,9,17904900298365364238,True,True,True,True,True,False,True,True,3.687680811456455,38.38383838383838,0.020000000000000004,58.8,0.0,0.02242548563020481
50,5,0,13087503490258137846,True,True,True,True,True,False,True,False,3.109699379849949,39.39393939393939,0.020000000000000004,56.2,0.0,0.01919081012658211
51,5,1,7501536013274468442,True,True,True,True,True,False,True,False,3.52825341308789,50.505050505050505,0.02,53.0,0.0,0.0006974571574752412
52,5,2,17797016293247597116,True,True,True,True,True,False,True,False,3.4775272424136983,45.45454545454545,0.02,55.4,0.0,-0.004717132866386711
53,5,3,14590936352739134514,True,True,True,True,True,False,True,False,3.520020003370265,35.35353535353536,0.020000000000000004,57.6,0.0,0.03407687520798493
54,5,4,6862419106532725516,True,True,True,True,True,False,True,False,4.549732791348349,32.323232323232325,0.020000000000000004,58.6,0.0,-0.026533157092733944
55,5,5,8014182629609012547,True,True,True,True,True,False,True,False,3.490389987090497,47.474747474747474,0.019999999999999997,54.6,0.0,0.005959766643021291
56,5,6,17975047340040693422,True,True,True,True,True,False,True,False,2.931229449862259,48.484848484848484,0.019999999999999997,53.4,0.0,-0.0079230128399125
57,5,7,2526812524552602065,True,True,True,True,True,False,True,False,3.5244527912804657,40.4040404040404,0.020000000000000004,54.2,0.0,0.015233984761417447
58,5,8,2318361973073805590,True,True,True,True,True,False,True,False,3.333342056607535,52.525252525252526,0.019999999999999997,55.4,0.0,0.007144012777770332
59,5,9,8668831289319233106,True,True,True,True,True,False,True,False,3.2706023362191257,41.41414141414141,0.02,58.2,0.0,0.00952509316919522
60,6,0,14431918928293134222,True,True,True,True,True,False,False,True,4.936657071891625,30.303030303030305,0.020000000000000004,56.4,0.0,0.013079671457587299
61,6,1,4662019071424517467,True,True,True,True,True,False,False,True,3.652729726368683,43.43434343434343,0.02,58.0,0.0,0.012109180028029352
62,6,2,10613998446837456143,True,True,True,True,True,False,False,True,4.040037599176638,39.39393939393939,0.019999999999999997,54.2,0.0,-0.004721426697540435
63,6,3,5627091141002313359,True,True,True,True,True,False,False,True,3.477472432953801,44.44444444444444,0.020000000000000004,55.2,0.0,0.026411017364382356
64,6,4,18254523897983272782,True,True,True,True,True,False,False,True,3.6054746222617284,47.474747474747474,0.020000000000000004,54.0,0.0,0.01592232355240107
65,6,5,6580821875096420772,True,True,True,True,True,False,False,True,3.068005209478096,41.41414141414141,0.020000000000000004,59.6,0.0,-0.040016159817384295
66,6,6,16679689409514091203,True,True,True,True,True,False,False,True,4.7494040631737064,29.292929292929294,0.02,54.2,0.0,-0.019998117560878447
67,6,7,5000325823850477628,True,True,True,True,True,False,False,True,4.435468054789404,30.303030303030305,0.02,55.8,0.0,0.009439361584510418
68,6,8,8827375116792364567,True,True,True,True,True,False,False,True,3.3031282745129227,51.515151515151516,0.02,54.0,0.0,0.006132930661077097
69,6,9,4761440514263314321,True,True,True,True,True,False,False,True,3.246300274465182,55.55555555555556,0.02,54.0,0.0,-0.00967835535682211
70,7,0,4649479782226294014,True,True,True,True,True,False,False,False,5.192382731490304,18.181818181818183,0.02,56.2,0.0,0.0011200506572821337
71,7,1,5844390551421923422,True,True,True,True,True,False,False,False,5.925066004855421,14.141414141414142,0.019999999999999997,55.8,0.0,0.023829418431574753
72,7,2,11991016868097401390,True,True,True,True,True,False,False,False,3.6112639411996055,46.464646464646464,0.02,54.2,0.0,0.0039968032320199095
73,7,3,4314987696856636963,True,True,True,True,True,False,False,False,5.018122356551864,26.262626262626263,0.02,54.0,0.0,0.009163775050186966
74,7,4,14671872792651078450,True,True,True,True,True,False,False,False,3.8057441643359184,35.35353535353536,0.019999999999999997,53.4,0.0,-0.05527537875178967
75,7,5,3541253604825992940,True,True,True,True,True,False,False,False,3.49162371870471,44.44444444444444,0.020000000000000004,55.0,0.0,-0.017534094367843
76,7,6,12929983155939840171,True,True,True,True,True,False,False,False,3.196280922465775,52.525252525252526,0.019999999999999997,56.2,0.0,-0.017990140633403748
77,7,7,6881260385396976840,True,True,True,True,True,False,False,False,4.025881383868339,45.45454545454545,0.02,56.4,0.0,-0.0003410723954329865
78,7,8,986696458800254528,True,True,True,True,True,False,False,False,4.3944078644382305,32.323232323232325,0.020000000000000004,55.2,0.0,0.027960300409864927
79,7,9,9511987160317660280,True,True,True,True,True,False,False,False,3.9958128593111812,37.37373737373738,0.02,56.4,0.0,0.00582577957686496
80,8,0,13182684994270760514,True,True,True,True,False,True,True,True,4.55178622302709,56.56565656565657,0.020000000000000004,41.2,0.0,0.02938380349572846
81,8,1,17497369085471242771,True,True,True,True,False,True,True,True,4.554304639874556,52.525252525252526,0.019999999999999997,41.4,0.0,-0.021308953767839704
82,8,2,16142688563249650437,True,True,True,True,False,True,True,True,4.719842762030525,43.43434343434343,0.019999999999999997,43.4,0.0,0.0132430814473549
83,8,3,8443789836193380125,True,True,True,True,False,True,True,True,6.070434398656679,23.232323232323232,0.020000000000000004,40.8,0.0,0.045000081160707264
84,8,4,13145474581219769686,True,True,True,True,False,True,True,True,4.053823626777568,56.56565656565657,0.020000000000000004,45.2,0.0,-0.011339742464705047
85,8,5,4604703871368151028,True,True,True,True,False,True,True,True,4.869145591238051,40.4040404040404,0.020000000000000004,42.6,0.0,0.05016245994684125
86,8,6,14067409057729023322,True,True,True,True,False,True,True,True,4.077525862369556,56.56565656565657,0.019999999999999997,44.8,0.0,-0.008341669491834493
87,8,7,10758974716298792651,True,True,True,True,False,True,True,True,7.056308261534254,11.11111111111111,0.020000000000000004,44.6,0.0,0.0068674893429029014
88,8,8,5887328138672343569,True,True,True,True,False,True,True,True,4.591621372433761,52.525252525252526,0.019999999999999997,50.2,0.0,-0.01196748017307976
89,8,9,14384507004093180077,True,True,True,True,False,True,True,True,7.011693332313422,21.21212121212121,0.02,41.6,0.0,0.0016081938641849963
90,9,0,11966550756878304246,True,True,True,True,False,True,True,False,4.460862283024531,48.484848484848484,0.019999999999999997,39.8,0.0,0.010102718123752833
91,9,1,8263427643908703571,True,True,True,True,False,True,True,False,7.126013825866454,20.2020202020202,0.019999999999999997,42.0,0.0,0.021103973054807275
92,9,2,2522221857488168668,True,True,True,True,False,True,True,False,4.384732902040906,44.44444444444444,0.020000000000000004,38.8,0.0,0.029231973353779254
93,9,3,6109712612164009920,True,True,True,True,False,True,True,False,4.524239526965385,51.515151515151516,0.019999999999999997,38.0,0.0,-0.021556058733424633
94,9,4,2028058598902513421,True,True,True,True,False,True,True,False,4.194384526207617,47.474747474747474,0.02,40.4,0.0,0.012105153241398344
95,9,5,18070655103028779026,True,True,True,True,False,True,True,False,4.14836249907008,41.41414141414141,0.020000000000000004,41.0,0.0,-0.034679131447764175
96,9,6,17296021371035898062,True,True,True,True,False,True,True,False,5.59088435214123,32.323232323232325,0.020000000000000004,43.6,0.0,-0.023263331618497567
97,9,7,12833603396820638724,True,True,True,True,False,True,True,False,5.87807105387742,18.181818181818183,0.020000000000000004,39.0,0.0,-0.015395562457974875
98,9,8,6325309183120637838,True,True,True,True,False,True,True,False,6.130302321479369,24.242424242424242,0.019999999999999997,38.0,0.0,-0.06181834163043842
99,9,9,15821691148133065416,True,True,True,True,False,True,True,False,3.812651901470896,51.515151515151516,0.019999999999999997,45.8,0.0,0.011884509839556565
100,10,0,11461019204192818692,True,True,True,True,False,True,False,True,4.391388878952987,56.56565656565657,0.02,42.8,0.0,-0.00549706015882321
101,10,1,18002059165070399312,True,True,True,True,False,True,False,True,4.06336581388629,49.494949494949495,0.020000000000000004,40.4,0.0,0.018408746167753055
102,10,2,12142876964362080882,True,True,True,True,False,True,False,True,6.243419299380633,26.262626262626263,0.020000000000000004,43.0,0.0,-0.05018778877994254
103,10,3,2461935129382136199,True,True,True,True,False,True,False,True,4.922962326820034,55.55555555555556,0.019999999999999997,38.8,0.0,-0.010718828860085728
104,10,4,10808887917043121414,True,True,True,True,False,True,False,True,4.071837322764471,47.474747474747474,0.02,43.6,0.0,-0.0075974077460266845
105,10,5,18149300661389745951,True,True,True,True,False,True,False,True,4.419629923923754,36.36363636363637,0.02,46.8,0.0,0.0038218922329791532
106,10,6,15772927629628026002,True,True,True,True,False,True,False,True,6.1220955267665795,18.181818181818183,0.02,43.6,0.0,-0.004787512616817269
107,10,7,4770103864057803179,True,True,True,True,False,True,False,True,4.43357270056832,41.41414141414141,0.019999999999999997,42.6,0.0,0.02241076086890141
108,10,8,12761585724372939981,True,True,True,True,False,True,False,True,4.462172869147983,53.535353535353536,0.02,42.2,0.0,0.0037144516241758747
109,10,9,3766445265493253168,True,True,True,True,False,True,False,True,4.78457913391989,36.36363636363637,0.020000000000000004,42.0,0.0,-0.04575093114642605
110,11,0,9356439332153192948,True,True,True,True,False,True,False,False,4.33503376979656,49.494949494949495,0.02,46.2,0.0,0.010648673075673874
111,11,1,14456035742975515268,True,True,True,True,False,True,False,False,3.4935118592955323,51.515151515151516,0.02,43.4,0.0,0.002968469824416768
112,11,2,2562757615628570934,True,True,True,True,False,True,False,False,4.61749144752923,48.484848484848484,0.02,43.0,0.0,0.007172310685175125
113,11,3,16633016407309990851,True,True,True,True,False,True,False,False,4.170711929392785,34.343434343434346,0.02,40.6,0.0,0.005400926540664187
114,11,4,15557843267793863574,True,True,True,True,False,True,False,False,4.496981600453442,52.525252525252526,0.019999999999999997,42.8,0.0,0.01707683352977561
115,11,5,13774002591901405648,True,True,True,True,False,True,False,False,4.780122965734281,30.303030303030305,0.020000000000000004,42.4,0.0,-0.011462643364112313
116,11,6,16072834732045810525,True,True,True,True,False,True,False,False,4.845091823898155,44.44444444444444,0.02,43.0,0.0,0.004546369649073681
117,11,7,7671417155738784627,True,True,True,True,False,True,False,False,4.041290754091953,52.525252525252526,0.020000000000000004,43.2,0.0,-0.01162055643355
118,11,8,6229778638932050950,True,True,True,True,False,True,False,False,4.8682158903665655,42.42424242424242,0.020000000000000004,41.8,0.0,-0.015962328447604562
119,11,9,4071234822802519213,True,True,True,True,False,True,False,False,3.946384330785262,45.45454545454545,0.02,45.2,0.0,-0.00803627540920845
120,12,0,14144982686092207667,True,True,True,True,False,False,True,True,3.890976023586761,52.525252525252526,0.020000000000000004,57.2,0.0,-0.01911226507545575
121,12,1,2233429160994791488,True,True,True,True,False,False,True,True,4.695321151900093,31.31313131313131,0.019999999999999997,54.8,0.0,-0.016518617901626727
122,12,2,17956255561573908039,True,True,True,True,False,False,True,True,4.176014039465943,36.36363636363637,0.02,54.2,0.0,0.015255685573421204
123,12,3,4375901905356782836,True,True,True,True,False,False,True,True,5.0396527531814375,28.282828282828284,0.020000000000000004,58.2,0.0,0.028638283907165125
124,12,4,17261420801594107949,True,True,True,True,False,False,True,True,3.5692957881509777,42.42424242424242,0.020000000000000004,53.4,0.0,-0.03185916240662691
125,12,5,4324354792618486536,True,True,True,True,False,False,True,True,3.735813648612931,43.43434343434343,0.02,54.4,0.0,-0.007617462970131317
126,12,6,2037671924082947936,True,True,True,True,False,False,True,True,4.0843948509051495,35.35353535353536,0.02,54.2,0.0,-0.013752851162201303
127,12,7,557049966988806392,True,True,True,True,False,False,True,True,4.51574443917916,29.292929292929294,0.019999999999999997,53.6,0.0,-0.01265312884683758
128,12,8,11794456563241971447,True,True,True,True,False,False,True,True,4.619647385436036,36.36363636363637,0.020000000000000004,55.4,0.0,-0.020192828929843563
129,12,9,14133588653046323822,True,True,True,True,False,False,True,True,3.1961620530682273,48.484848484848484,0.02,54.6,0.0,-0.010569380333791007
130,13,0,10747197668628635506,True,True,True,True,False,False,True,False,4.557636385396287,24.242424242424242,0.020000000000000004,56.0,0.0,0.031245417646872914
131,13,1,237022284039444601,True,True,True,True,False,False,True,False,4.903669948011957,25.252525252525253,0.02,55.6,0.0,0.0031037229997924478
132,13,2,6656398683756426235,True,True,True,True,False,False,True,False,3.435572857832869,42.42424242424242,0.02,55.6,0.0,0.003548670835910246
133,13,3,8066259672526168957,True,True,True,True,False,False,True,False,3.3507230563613466,39.39393939393939,0.019999999999999997,53.4,0.0,-0.01822006039246487
134,13,4,16558694422233376504,True,True,True,True,False,False,True,False,3.953459745792661,52.525252525252526,0.020000000000000004,52.2,0.0,0.020128736898865376
135,13,5,16581591031739219901,True,True,True,True,False,False,True,False,3.417811731633268,41.41414141414141,0.019999999999999997,52.0,0.0,0.020004362205836828
136,13,6,13410167559085442510,True,True,True,True,False,False,True,False,3.289029904203385,42.42424242424242,0.020000000000000004,52.4,0.0,0.03205194170137386
137,13,7,17325606712393914814,True,True,True,True,False,False,True,False,3.522235596155519,41.41414141414141,0.020000000000000004,52.6,0.0,0.012225067857927086
138,13,8,10325290074085854898,True,True,True,True,False,False,True,False,4.216948016270262,41.41414141414141,0.020000000000000004,55.2,0.0,-0.02318788130724909
139,13,9,1750392820833064552,True,True,True,True,False,False,True,False,3.3042053564222833,41.41414141414141,0.020000000000000004,53.6,0.0,-0.04106721596204271
140,14,0,4545674758700200247,True,True,True,True,False,False,False,True,3.1666192921673555,53.535353535353536,0.020000000000000004,53.8,0.0,-0.038966532196257814
141,14,1,15100928595818884257,True,True,True,True,False,False,False,True,3.426429542672458,39.39393939393939,0.020000000000000004,56.6,0.0,0.01294432803388958
142,14,2,7556415753276951465,True,True,True,True,False,False,False,True,5.701550619067948,17.171717171717173,0.020000000000000004,55.4,0.0,-0.03155505974327694
143,14,3,11600227935212573124,True,True,True,True,False,False,False,True,4.419706767836934,40.4040404040404,0.02,52.4,0.0,0.004804521758349491
144,14,4,3099784941335987845,True,True,True,True,False,False,False,True,4.71362523882369,22.22222222222222,0.020000000000000004,51.8,0.0,0.04939529778980476
145,14,5,16087583940105321373,True,True,True,True,False,False,False,True,3.727714119558401,48.484848484848484,0.019999999999999997,57.8,0.0,-0.014286675776721759
146,14,6,2869849097340617412,True,True,True,True,False,False,False,True,2.895037742886531,50.505050505050505,0.02,55.4,0.0,-9.802550508577367e-05
147,14,7,5112556619514117297,True,True,True,True,False,False,False,True,3.6682280037133084,40.4040404040404,0.020000000000000004,54.8,0.0,-0.024412898104473828
148,14,8,4036050958779290877,True,True,True,True,False,False,False,True,4.7295978731607216,25.252525252525253,0.020000000000000004,60.6,0.0,0.03934101258304751
149,14,9,4541768881526946342,True,True,True,True,False,False,False,True,3.6799391339099645,37.37373737373738,0.02,51.4,0.0,-0.009414916819940672
150,15,0,5785672570579635025,True,True,True,True,False,False,False,False,3.7843670611861957,40.4040404040404,0.019999999999999997,57.6,0.0,0.022199126597635243
151,15,1,11291116105228561017,True,True,True,True,False,False,False,False,4.081528655544802,28.282828282828284,0.020000000000000004,52.8,0.0,2.1996707327560537e-05
152,15,2,1279604746805987519,True,True,True,True,False,False,False,False,4.482609700377175,34.343434343434346,0.020000000000000004,58.6,0.0,-0.012991119737026451
153,15,3,2250209325576886836,True,True,True,True,False,False,False,False,3.082650565059757,49.494949494949495,0.02,56.2,0.0,0.0020208506442565763
154,15,4,16177653777175231743,True,True,True,True,False,False,False,False,5.738348938135788,15.151515151515152,0.020000000000000004,53.6,0.0,-0.02126098303706511
155,15,5,1217517230346578878,True,True,True,True,False,False,False,False,4.34497637001088,44.44444444444444,0.019999999999999997,56.2,0.0,0.012655605852526881
156,15,6,11293283056338558513,True,True,True,True,False,False,False,False,3.69400085523778,33.333333333333336,0.020000000000000004,53.8,0.0,-0.008424505987374093
157,15,7,3409622982464543205,True,True,True,True,False,False,False,False,3.270093244572654,46.464646464646464,0.02,55.6,0.0,-0.0037902937969905
158,15,8,17574631016349145461,True,True,True,True,False,False,False,False,3.577981326757437,48.484848484848484,0.019999999999999997,53.6,0.0,0.010764712890387086
159,15,9,16476358660498184445,True,True,True,True,False,False,False,False,3.9600611889693136,46.464646464646464,0.020000000000000004,51.6,0.0,-0.012909488519833161
160,16,0,14621388145823126559,True,True,True,False,True,True,True,True,4.017639123849916,46.464646464646464,0.02,41.8,0.0,0.004026553238856239
161,16,1,3933414652342700142,True,True,True,False,True,True,True,True,3.6601168350378788,47.474747474747474,0.02,44.2,0.0,-0.008153406114087979
162,16,2,8443648797949442230,True,True,True,False,True,True,True,True,4.001130291406693,56.56565656565657,0.02,45.4,0.0,0.0024548855450095626
163,16,3,7468097949275079673,True,True,True,False,True,True,True,True,3.974551855990778,39.39393939393939,0.020000000000000004,46.2,0.0,0.023095969296227578
164,16,4,13376136667913831862,True,True,True,False,True,True,True,True,4.242896248910988,47.474747474747474,0.019999999999999997,43.2,0.0,-0.018846522805201077
165,16,5,559343931643569586,True,True,True,False,True,True,True,True,3.9618274598341867,53.535353535353536,0.019999999999999997,39.8,0.0,-0.01069180768448863
166,16,6,2306954234809374535,True,True,True,False,True,True,True,True,3.895516579764028,56.56565656565657,0.019999999999999997,41.2,0.0,0.00533536081936416
167,16,7,15905250156341668734,True,True,True,False,True,True,True,True,4.060187773710896,53.535353535353536,0.020000000000000004,42.8,0.0,0.035619400160812706
168,16,8,2505517334141952105,True,True,True,False,True,True,True,True,4.570217959853787,40.4040404040404,0.019999999999999997,50.4,0.0,0.054553875941479264
169,16,9,8655283191403441419,True,True,True,False,True,True,True,True,3.476363496710967,36.36363636363637,0.019999999999999997,42.8,0.0,-0.007975138262426741
170,17,0,7881909541238435603,True,True,True,False,True,True,True,False,4.357101947484598,40.4040404040404,0.020000000000000004,42.0,0.0,0.024110451242320755
171,17,1,14209386554323831490,True,True,True,False,True,True,True,False,4.095470636745095,50.505050505050505,0.02,44.4,0.0,-0.004742174859086534
172,17,2,4892391776632121614,True,True,True,False,True,True,True,False,4.087822976262802,43.43434343434343,0.019999999999999997,43.2,0.0,0.010235186281610277
173,17,3,790174306884170175,True,True,True,False,True,True,True,False,4.384318325656029,53.535353535353536,0.019999999999999997,45.0,0.0,-0.018972721574005997
174,17,4,15180963220744367927,True,True,True,False,True,True,True,False,4.3930966109591525,46.464646464646464,0.019999999999999997,43.0,0.0,0.016457120345202934
175,17,5,6794229010053005822,True,True,True,False,True,True,True,False,3.7061702485710817,47.474747474747474,0.020000000000000004,42.0,0.0,-0.013523881315884759
176,17,6,1845313753473016201,True,True,True,False,True,True,True,False,4.33845032688964,60.60606060606061,0.019999999999999997,44.8,0.0,-0.016790593275082318
177,17,7,13406534892525398653,True,True,True,False,True,True,True,False,4.789821025721292,46.464646464646464,0.020000000000000004,45.0,0.0,-0.033792428384265334
178,17,8,11187280609471544996,True,True,True,False,True,True,True,False,3.7411884238206943,54.54545454545455,0.019999999999999997,43.6,0.0,0.02146129146395017
179,17,9,16235694865175605351,True,True,True,False,True,True,True,False,3.9759519042420424,49.494949494949495,0.02,44.0,0.0,0.005917996210835618
180,18,0,4622139533794607263,True,True,True,False,True,True,False,True,4.250483941207184,43.43434343434343,0.019999999999999997,45.8,0.0,0.019776202336730248
181,18,1,2635906683691921951,True,True,True,False,True,True,False,True,4.074523924513723,55.55555555555556,0.020000000000000004,40.2,0.0,0.020436273487141745
182,18,2,3999224927598737908,True,True,True,False,True,True,False,True,3.619269627948772,58.58585858585859,0.020000000000000004,44.8,0.0,0.0059468815304948314
183,18,3,11156481482851826737,True,True,True,False,True,True,False,True,5.190938955343634,36.36363636363637,0.020000000000000004,39.0,0.0,-0.004276979291157789
184,18,4,9466758228233364281,True,True,True,False,True,True,False,True,3.7942753750842098,45.45454545454545,0.020000000000000004,46.2,0.0,0.013544374461973986
185,18,5,16093898530029076029,True,True,True,False,True,True,False,True,4.26925463806569,39.39393939393939,0.020000000000000004,40.6,0.0,-0.05138727333415858
186,18,6,14496076467836675857,True,True,True,False,True,True,False,True,3.68101234266152,49.494949494949495,0.020000000000000004,44.4,0.0,0.025045525563626596
187,18,7,2971787035119515844,True,True,True,False,True,True,False,True,4.279127238295969,41.41414141414141,0.020000000000000004,38.8,0.0,0.022987505649090748
188,18,8,15781562803843893789,True,True,True,False,True,True,False,True,3.800098285759466,51.515151515151516,0.019999999999999997,41.6,0.0,0.01400801219051944
189,18,9,6883496161622208915,True,True,True,False,True,True,False,True,4.4219320998156295,41.41414141414141,0.020000000000000004,47.0,0.0,-0.03361794363628174
190,19,0,17653128420847588317,True,True,True,False,True,True,False,False,3.7919423015092195,46.464646464646464,0.020000000000000004,43.2,0.0,0.011753602501638417
191,19,1,18194136880267351651,True,True,True,False,True,True,False,False,3.9889502659932408,55.55555555555556,0.02,43.2,0.0,-0.00393769115952848
192,19,2,16253412984851521207,True,True,True,False,True,True,False,False,5.058984298705036,41.41414141414141,0.02,45.2,0.0,0.003930104524261855
